Site,Location,Criteria,Areaha (acre),Year_num,lat,lon,country,site_page_name,site_page_link
Historic Centre of Sighişoara,"Sighișoara, Mureș County (Transylvania),  Romania46°13′4″N 24°47′32″E﻿ / ﻿46.21778°N 24.79222°E﻿ / 46.21778; 24.79222﻿ (Historic Centre of Sighişoara)","Cultural:(iii), (v)",—,1983,46.217777252197266,24.79222297668457,Romania,/wiki/Historic_Centre_of_Sighi%C5%9Foara,https://en.wikipedia.org/wiki/Historic_Centre_of_Sighi%C5%9Foara
Historic Centre of Telč,"Telč, Vysočina Region,  Czech Republic49°34′49″N 15°56′31″E﻿ / ﻿49.58028°N 15.94194°E﻿ / 49.58028; 15.94194﻿ (Historic Centre of Telč)","Cultural:(i), (iv)",7005360000000000000♠36 (89); buffer zone 297 (730),1983,49.58027648925781,15.941944122314453,Czech Repu,/wiki/Historic_Centre_of_Tel%C4%8D,https://en.wikipedia.org/wiki/Historic_Centre_of_Tel%C4%8D
Historic Centre of Warsaw,"Warsaw, Masovian Voivodeship,  Poland52°15′59″N 21°0′42″E﻿ / ﻿52.26639°N 21.01167°E﻿ / 52.26639; 21.01167﻿ (Historic Centre of Warsaw)","Cultural:(ii), (vi)",7005260000000000000♠26 (64),1983,52.266387939453125,21.011667251586914,Poland,/wiki/Historic_Centre_of_Warsaw,https://en.wikipedia.org/wiki/Historic_Centre_of_Warsaw
Historic Monuments of Novgorod and Surroundings,"Novgorod, Novgorod Oblast,  Russia58°32′0″N 31°17′0″E﻿ / ﻿58.53333°N 31.28333°E﻿ / 58.53333; 31.28333﻿ (Historic Monuments of Novgorod and Surroundings)","Cultural:(ii), (iv), (vi)",—,1983,58.53333282470703,31.28333282470703,Russia,/wiki/Historic_Monuments_of_Novgorod_and_Surroundings,https://en.wikipedia.org/wiki/Historic_Monuments_of_Novgorod_and_Surroundings
Historic Town of Banská Štiavnica and the Technical Monuments in its Vicinity,"Banská Štiavnica and Banská Štiavnica District, Banská Bystrica Region,  Slovakia48°27′40″N 18°54′0″E﻿ / ﻿48.46111°N 18.90000°E﻿ / 48.46111; 18.90000﻿ (Historic Town of Banská Štiavnica and the Technical Monuments in its Vicinity)","Cultural:(iv), (v)","7008206320000000000♠20,632 (50,980); buffer zone 62,128 (153,520)",1983,48.46111297607422,18.899999618530273,Slovakia,/wiki/Historic_Town_of_Bansk%C3%A1_%C5%A0tiavnica_and_the_Technical_Monuments_in_its_Vicinity,https://en.wikipedia.org/wiki/Historic_Town_of_Bansk%C3%A1_%C5%A0tiavnica_and_the_Technical_Monuments_in_its_Vicinity
Holašovice Historical Village Reservation,"Holašovice, Jankov, South Bohemian Region,  Czech Republic48°57′35″N 14°15′10″E﻿ / ﻿48.95972°N 14.25278°E﻿ / 48.95972; 14.25278﻿ (Holašovice Historical Village Reservation)","Cultural:(ii), (iv)",7005110000000000000♠11 (27); buffer zone 368 (910),1983,48.959720611572266,14.252778053283691,Czech Repu,/wiki/Hola%C5%A1ovice_Historical_Village_Reservation,https://en.wikipedia.org/wiki/Hola%C5%A1ovice_Historical_Village_Reservation
Holy Trinity Column in Olomouc,"Olomouc, Olomouc Region,  Czech Republic49°35′55″N 17°16′10″E﻿ / ﻿49.59861°N 17.26944°E﻿ / 49.59861; 17.26944﻿ (Holy Trinity Column in Olomouc)","Cultural:(i), (iv)",7002200000000000000♠0.02 (0.049),1983,49.598609924316406,17.26944351196289,Czech Repu,/wiki/Holy_Trinity_Column_in_Olomouc,https://en.wikipedia.org/wiki/Holy_Trinity_Column_in_Olomouc
Hortobágy National Park – the Puszta,"Borsod-Abaúj-Zemplén, Heves, Hajdú-Bihar and Jász-Nagykun-Szolnok Counties,  Hungary47°35′40″N 21°9′24″E﻿ / ﻿47.59444°N 21.15667°E﻿ / 47.59444; 21.15667﻿ (Hortobágy National Park - the Puszta)","Cultural:(iv), (v)",—,1983,47.594444274902344,21.156665802001953,Hungary,NA,https://en.wikipedia.orgNA
Jewish Quarter and St Procopius' Basilica in Třebíč,"Třebíč, Vysočina Region,  Czech Republic49°13′2″N 15°52′44″E﻿ / ﻿49.21722°N 15.87889°E﻿ / 49.21722; 15.87889﻿ (Jewish Quarter and St Procopius' Basilica in Třebíč)","Cultural:(ii), (iii)",7004573000000000000♠5.73 (14.2); buffer zone 143 (350),1983,49.21722412109375,15.878889083862305,Czech Repu,NA,https://en.wikipedia.orgNA
Kalwaria Zebrzydowska: the Mannerist Architectural and Park Landscape Complex and Pilgrimage Park,"Kalwaria Zebrzydowska, Lesser Poland,  Poland49°52′0″N 19°40′0″E﻿ / ﻿49.86667°N 19.66667°E﻿ / 49.86667; 19.66667﻿ (Kalwaria Zebrzydowska: the Mannerist Architectural and Park Landscape Complex and Pilgrimage Park)","Cultural:(ii), (iv)",—,1983,49.86666488647461,19.66666603088379,Poland,NA,https://en.wikipedia.orgNA
"Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings, Kyiv-Pechersk Lavra","Kyiv,  Ukraine50°27′9″N 30°31′1″E﻿ / ﻿50.45250°N 30.51694°E﻿ / 50.45250; 30.51694﻿ (Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings, Kyiv-Pechersk Lavra)","Cultural:(i), (ii), (iii), (iv)",7005290000000000000♠29 (72); buffer zone 220 (540),1983,50.45249938964844,30.516944885253906,Ukraine,NA,https://en.wikipedia.orgNA
Kizhi Pogost,"Medvezhyegorsky District, Republic of Karelia,  Russia62°4′17″N 35°13′39″E﻿ / ﻿62.07139°N 35.22750°E﻿ / 62.07139; 35.22750﻿ (Kizhi Pogost)","Cultural:(i), (iv), (v)",—,1983,62.071388244628906,35.227500915527344,Russia,/wiki/Kizhi_Pogost,https://en.wikipedia.org/wiki/Kizhi_Pogost
"Kremlin and Red Square, Moscow","Moscow,  Russia55°44′45″N 37°37′47″E﻿ / ﻿55.74583°N 37.62972°E﻿ / 55.74583; 37.62972﻿ (Kremlin and Red Square, Moscow)","Cultural:(i), (ii), (iv), (vi)",—,1983,55.74583435058594,37.629722595214844,Russia,NA,https://en.wikipedia.orgNA
Kutná Hora: Historical Town Centre with the Church of St Barbara and the Cathedral of Our Lady at Sedlec,"Kutná Hora and Kutná Hora District, Central Bohemian Region,  Czech Republic49°11′0″N 15°27′0″E﻿ / ﻿49.18333°N 15.45000°E﻿ / 49.18333; 15.45000﻿ (Kutná Hora: Historical Town Centre with the Church of St Barbara and the Cathedral of Our Lady at Sedlec)","Cultural:(ii), (iv)","7005620000000000000♠62 (150); buffer zone 650 (1,600)",1983,49.18333435058594,15.449999809265137,Czech Repu,NA,https://en.wikipedia.orgNA
Lednice-Valtice Cultural Landscape,"Břeclav District, South Moravian Region,  Czech Republic48°46′33″N 16°46′30″E﻿ / ﻿48.77583°N 16.77500°E﻿ / 48.77583; 16.77500﻿ (Lednice-Valtice Cultural Landscape)","Cultural:(i), (ii), (iv)","7008143200000000000♠14,320 (35,400)",1983,48.77583312988281,16.774999618530273,Czech Repu,/wiki/Lednice-Valtice_Cultural_Landscape,https://en.wikipedia.org/wiki/Lednice-Valtice_Cultural_Landscape
"Levoča, Spišský Hrad and the Associated Cultural Monuments","Prešov and Košice Regions,  Slovakia48°59′58″N 20°46′3″E﻿ / ﻿48.99944°N 20.76750°E﻿ / 48.99944; 20.76750﻿ (Levoča, Spišský Hrad and the Associated Cultural Monuments))",Cultural:(iv),"7007135100000000000♠1,351 (3,340); buffer zone 12,581 (31,090)",1983,48.99944305419922,20.767499923706055,Slovakia,"/wiki/Levo%C4%8Da,_Spi%C5%A1sk%C3%BD_Hrad_and_the_Associated_Cultural_Monuments","https://en.wikipedia.org/wiki/Levo%C4%8Da,_Spi%C5%A1sk%C3%BD_Hrad_and_the_Associated_Cultural_Monuments"
Litomyšl Castle,"Litomyšl, Pardubice Region,  Czech Republic49°52′25″N 16°18′52″E﻿ / ﻿49.87361°N 16.31444°E﻿ / 49.87361; 16.31444﻿ (Litomyšl Castle)","Cultural:(ii), (iv)",—,1983,49.87361145019531,16.314443588256836,Czech Repu,/wiki/Litomy%C5%A1l_Castle,https://en.wikipedia.org/wiki/Litomy%C5%A1l_Castle
L'viv – the Ensemble of the Historic Centre,"Lviv, Lviv Oblast,  Ukraine49°50′30″N 24°1′55″E﻿ / ﻿49.84167°N 24.03194°E﻿ / 49.84167; 24.03194﻿ (L'viv – the Ensemble of the Historic Centre)","Cultural:(ii), (v)","7006120000000000000♠120 (300); buffer zone 2,441 (6,030)",1983,49.84166717529297,24.031944274902344,Ukraine,NA,https://en.wikipedia.orgNA
Madara Rider,"Madara, Shumen Province,  Bulgaria43°18′0″N 27°9′0″E﻿ / ﻿43.30000°N 27.15000°E﻿ / 43.30000; 27.15000﻿ (Madara Rider)","Cultural:(i), (iii)","7004120000000000000♠1.20 (3.0); buffer zone 502 (1,240)",1983,43.29999923706055,27.149999618530273,Bulgaria,/wiki/Madara_Rider,https://en.wikipedia.org/wiki/Madara_Rider
Medieval Town of Toruń,"Toruń, Kuyavian-Pomeranian Voivodeship,  Poland53°0′36″N 18°37′10″E﻿ / ﻿53.01000°N 18.61944°E﻿ / 53.01000; 18.61944﻿ (Medieval Town of Toruń)","Cultural:(ii), (iv)",7005480000000000000♠48 (120); buffer zone 300 (740),1983,53.0099983215332,18.619443893432617,Poland,/wiki/Medieval_Town_of_Toru%C5%84,https://en.wikipedia.org/wiki/Medieval_Town_of_Toru%C5%84
Millenary Benedictine Abbey of Pannonhalma and its Natural Environment,"Pannonhalma, Győr-Moson-Sopron County,  Hungary47°33′32″N 17°47′4″E﻿ / ﻿47.55889°N 17.78444°E﻿ / 47.55889; 17.78444﻿ (Millenary Benedictine Abbey of Pannonhalma and its Natural Environment)","Cultural:(iv), (vi)",7005470000000000000♠47 (120),1983,47.55888748168945,17.78444480895996,Hungary,/wiki/Millenary_Benedictine_Abbey_of_Pannonhalma_and_its_Natural_Environment,https://en.wikipedia.org/wiki/Millenary_Benedictine_Abbey_of_Pannonhalma_and_its_Natural_Environment
Mir Castle Complex,"Karelichy, Grodno Region,  Belarus53°27′4″N 26°28′22″E﻿ / ﻿53.45111°N 26.47278°E﻿ / 53.45111; 26.47278﻿ (Mir Castle Complex)","Cultural:(ii), (iv)",—,1983,53.45111083984375,26.4727783203125,Belarus,/wiki/Mir_Castle_Complex,https://en.wikipedia.org/wiki/Mir_Castle_Complex
Monastery of Horezu,"Horezu, Vâlcea County (Wallachia),  Romania45°11′0″N 24°1′0″E﻿ / ﻿45.18333°N 24.01667°E﻿ / 45.18333; 24.01667﻿ (Monastery of Horezu)",Cultural:(ii),7005220000000000000♠22 (54); buffer zone 57 (140),1983,45.18333435058594,24.016666412353516,Romania,/wiki/Monastery_of_Horezu,https://en.wikipedia.org/wiki/Monastery_of_Horezu
Muskauer Park / Park Mużakowski,"Saxony,  Germany* and Lubusz Voivodeship,  Poland*51°34′46″N 14°43′35″E﻿ / ﻿51.57944°N 14.72639°E﻿ / 51.57944; 14.72639﻿ (Muskauer Park / Park Mużakowski))","Cultural:(i), (iv)","7006348000000000000♠348 (860); buffer zone 1,205 (2,980)",1983,51.579444885253906,14.726388931274414,Germany,/wiki/Muskauer_Park_/_Park_Mu%C5%BCakowski,https://en.wikipedia.org/wiki/Muskauer_Park_/_Park_Mu%C5%BCakowski
Old City of Zamość,"Zamość, Lublin Voivodeship,  Poland50°43′0″N 23°16′0″E﻿ / ﻿50.71667°N 23.26667°E﻿ / 50.71667; 23.26667﻿ (Old City of Zamość)",Cultural:(iv),7005750000000000000♠75 (190); buffer zone 215 (530),1983,50.71666717529297,23.266666412353516,Poland,/wiki/Old_City_of_Zamo%C5%9B%C4%87,https://en.wikipedia.org/wiki/Old_City_of_Zamo%C5%9B%C4%87
Old Village of Hollókő and its Surroundings,"Nógrád County,  Hungary47°59′40″N 19°31′45″E﻿ / ﻿47.99444°N 19.52917°E﻿ / 47.99444; 19.52917﻿ (Old Village of Hollókő and its Surroundings)",Cultural:(v),7006145000000000000♠145 (360),1983,47.99444580078125,19.52916717529297,Hungary,/wiki/Old_Village_of_Holl%C3%B3k%C5%91_and_its_Surroundings,https://en.wikipedia.org/wiki/Old_Village_of_Holl%C3%B3k%C5%91_and_its_Surroundings
Pilgrimage Church of St John of Nepomuk at Zelená Hora,"Žďár nad Sázavou, Vysočina Region,  Czech Republic49°34′49″N 15°56′31″E﻿ / ﻿49.58028°N 15.94194°E﻿ / 49.58028; 15.94194﻿ (Pilgrimage Church of St John of Nepomuk at Zelená Hora)",Cultural:(iv),"7003640000000000000♠0.64 (1.6); buffer zone 628 (1,550)",1983,49.58027648925781,15.941944122314453,Czech Repu,/wiki/Pilgrimage_Church_of_St_John_of_Nepomuk_at_Zelen%C3%A1_Hora,https://en.wikipedia.org/wiki/Pilgrimage_Church_of_St_John_of_Nepomuk_at_Zelen%C3%A1_Hora
Residence of Bukovinian and Dalmatian Metropolitans,"Chernivtsi, Chernivtsi Oblast (Bukovina),  Ukraine48°17′48″N 25°55′29″E﻿ / ﻿48.29667°N 25.92472°E﻿ / 48.29667; 25.92472﻿ (Residence of Bukovinian and Dalmatian Metropolitans)","Cultural:(ii), (iii), (iv)",7004800000000000000♠8.00 (19.8); buffer zone 245 (610),1983,48.29666519165039,25.92472267150879,Ukraine,/wiki/Residence_of_Bukovinian_and_Dalmatian_Metropolitans,https://en.wikipedia.org/wiki/Residence_of_Bukovinian_and_Dalmatian_Metropolitans
Rila Monastery,"Rila, Kyustendil Province,  Bulgaria42°7′0″N 23°24′0″E﻿ / ﻿42.11667°N 23.40000°E﻿ / 42.11667; 23.40000﻿ (Rila Monastery)",Cultural:(vi),"7005110000000000000♠11 (27); buffer zone 1,290 (3,200)",1983,42.11666488647461,23.399999618530273,Bulgaria,/wiki/Rila_Monastery,https://en.wikipedia.org/wiki/Rila_Monastery
Rock-Hewn Churches of Ivanovo,"Ivanovo, Ruse Province,  Bulgaria43°43′0″N 25°58′0″E﻿ / ﻿43.71667°N 25.96667°E﻿ / 43.71667; 25.96667﻿ (Rock-Hewn Churches of Ivanovo)","Cultural:(i), (iii)",7006172000000000000♠172 (430),1983,43.71666717529297,25.96666717529297,Bulgaria,/wiki/Rock-Hewn_Churches_of_Ivanovo,https://en.wikipedia.org/wiki/Rock-Hewn_Churches_of_Ivanovo
Struve Geodetic Arc,"Belarus*,  Estonia*,  Finland*,  Latvia*,  Lithuania*,  Moldova*,  Norway*,  Russia*,  Sweden* and  Ukraine*","Cultural:(ii), (iii), (vi)",—,1983,NaN,NaN,Belarus,/wiki/Struve_Geodetic_Arc,https://en.wikipedia.org/wiki/Struve_Geodetic_Arc
Thracian Tomb of Kazanlak,"Kazanlak, Stara Zagora Province,  Bulgaria42°37′0″N 25°24′0″E﻿ / ﻿42.61667°N 25.40000°E﻿ / 42.61667; 25.40000﻿ (Thracian Tomb of Kazanlak)","Cultural:(i), (iii), (iv)",7002200000000000000♠0.02 (0.049); buffer zone 7.09 (17.5),1983,42.61666488647461,25.399999618530273,Bulgaria,/wiki/Thracian_Tomb_of_Kazanlak,https://en.wikipedia.org/wiki/Thracian_Tomb_of_Kazanlak
Thracian Tomb of Sveshtari,"Sveshtari, Razgrad Province,  Bulgaria43°40′0.01″N 26°40′0.01″E﻿ / ﻿43.6666694°N 26.6666694°E﻿ / 43.6666694; 26.6666694﻿ (Thracian Tomb of Sveshtari)","Cultural:(i), (iii)","7006648000000000000♠648 (1,600)",1983,43.66666793823242,26.666669845581055,Bulgaria,/wiki/Thracian_Tomb_of_Sveshtari,https://en.wikipedia.org/wiki/Thracian_Tomb_of_Sveshtari
Tokaj Wine Region Historic Cultural Landscape,"Borsod-Abaúj-Zemplén County,  Hungary48°9′N 21°21′E﻿ / ﻿48.150°N 21.350°E﻿ / 48.150; 21.350﻿ (Tokaj Wine Region Historic Cultural Landscape)","Cultural:(iii), (v)","7008132550000000000♠13,255 (32,750); buffer zone 74,879 (185,030)",1983,48.150001525878906,21.350000381469727,Hungary,/wiki/Tokaj_wine_region,https://en.wikipedia.org/wiki/Tokaj_wine_region
Tugendhat Villa in Brno,"Brno, South Moravian Region,  Czech Republic49°12′26″N 16°36′58″E﻿ / ﻿49.20722°N 16.61611°E﻿ / 49.20722; 16.61611﻿ (Tugendhat Villa in Brno)","Cultural:(ii), (iv)","7003730000000000000♠0.73 (1.8); buffer zone 2,825 (6,980)",1983,49.20722198486328,16.616111755371094,Czech Repu,/wiki/Tugendhat_Villa_in_Brno,https://en.wikipedia.org/wiki/Tugendhat_Villa_in_Brno
Villages with Fortified Churches in Transylvania,"Alba, Brașov, Harghita, Mureș and Sibiu counties (Transylvania),  Romania46°8′9″N 24°46′23″E﻿ / ﻿46.13583°N 24.77306°E﻿ / 46.13583; 24.77306﻿ (Villages with Fortified Churches in Transylvania)",Cultural:(iv),"7006553000000000000♠553 (1,370); buffer zone 3,728 (9,210)",1983,46.135833740234375,24.773056030273438,Romania,/wiki/Villages_with_Fortified_Churches_in_Transylvania,https://en.wikipedia.org/wiki/Villages_with_Fortified_Churches_in_Transylvania
Vlkolínec,"Ružomberok District, Žilina Region,  Slovakia49°2′0″N 19°17′0″E﻿ / ﻿49.03333°N 19.28333°E﻿ / 49.03333; 19.28333﻿ (Vlkolínec)","Cultural:(iv), (v)",7004490000000000000♠4.90 (12.1); buffer zone 321 (790),1983,49.03333282470703,19.28333282470703,Slovakia,/wiki/Vlkol%C3%ADnec,https://en.wikipedia.org/wiki/Vlkol%C3%ADnec
White Monuments of Vladimir and Suzdal,"Vladimir and Suzdal, Vladimir Oblast,  Russia56°9′0″N 40°25′0″E﻿ / ﻿56.15000°N 40.41667°E﻿ / 56.15000; 40.41667﻿ (White Monuments of Vladimir and Suzdal)","Cultural:(i), (ii), (iv)",—,1983,56.150001525878906,40.41666793823242,Russia,/wiki/White_Monuments_of_Vladimir_and_Suzdal,https://en.wikipedia.org/wiki/White_Monuments_of_Vladimir_and_Suzdal
Wieliczka and Bochnia Royal Salt Mines,"Wieliczka, Lesser Poland,  Poland49°58′45″N 20°3′50″E﻿ / ﻿49.97917°N 20.06389°E﻿ / 49.97917; 20.06389﻿ (Wieliczka Salt Mine)",Cultural:(iv),"7006969000000000000♠969 (2,390); buffer zone 244 (600)",1983,49.97916793823242,20.063888549804688,Poland,NA,https://en.wikipedia.orgNA
Wooden Churches of Maramureş,"Maramureș (Transylvania),  Romania47°49′15″N 24°3′21″E﻿ / ﻿47.82083°N 24.05583°E﻿ / 47.82083; 24.05583﻿ (Wooden Churches of Maramureş)",Cultural:(iv),—,1983,47.82083511352539,24.05583381652832,Romania,/wiki/Wooden_Churches_of_Maramure%C5%9F,https://en.wikipedia.org/wiki/Wooden_Churches_of_Maramure%C5%9F
Wooden Churches of Southern Małopolska,"Lesser Poland Voivodeship and Podkarpackie Voivodeship,  Poland49°45′0″N 21°14′0″E﻿ / ﻿49.75000°N 21.23333°E﻿ / 49.75000; 21.23333﻿ (Wooden Churches of Southern Małopolska)","Cultural:(iii), (iv)",7004826000000000000♠8.26 (20.4); buffer zone 242 (600),1983,49.75,21.233333587646484,Poland,/wiki/Wooden_Churches_of_Southern_Little_Poland,https://en.wikipedia.org/wiki/Wooden_Churches_of_Southern_Little_Poland
Wooden Churches of the Slovak part of the Carpathian Mountain Area,"Košice, Banská Bystrica, Žilina and Prešov Regions,  Slovakia49°20′10″N 19°33′30″E﻿ / ﻿49.33611°N 19.55833°E﻿ / 49.33611; 19.55833﻿ (Wooden Churches of the Slovak part of the Carpathian Mountain Area)","Cultural:(iii), (iv)",7004256000000000000♠2.56 (6.3); buffer zone 90 (220),1983,49.33611297607422,19.558332443237305,Slovakia,/wiki/Wooden_Churches_of_the_Slovak_part_of_the_Carpathian_Mountain_Area,https://en.wikipedia.org/wiki/Wooden_Churches_of_the_Slovak_part_of_the_Carpathian_Mountain_Area
Wooden Tserkvas of the Carpathian Region in Poland and Ukraine,Poland* and  Ukraine*49°32′2″N 21°1′56″E﻿ / ﻿49.53389°N 21.03222°E﻿ / 49.53389; 21.03222﻿ (Wooden Tserkvas of the Carpathian Region in Poland and Ukraine)),"Cultural:(iii), (iv)",—,1983,49.53388977050781,21.032222747802734,Poland,NA,https://en.wikipedia.orgNA
"18th-Century Royal Palace at Caserta with the Park, the Aqueduct of Vanvitelli, and the San Leucio Complex","Provinces of Caserta and Benevento, Campania,  Italy41°4′24″N 14°19′35″E﻿ / ﻿41.07333°N 14.32639°E﻿ / 41.07333; 14.32639﻿ (18th-Century Royal Palace at Caserta with the Park, the Aqueduct of Vanvitelli, and the San Leucio Complex)",Cultural:(i)(ii)(iii)(iv),7005870000000000000♠87 (210); buffer zone 111 (270),1997,41.073333740234375,14.32638931274414,Italy,NA,https://en.wikipedia.orgNA
"Acropolis, Athens","Attica,  Greece37°58′15″N 23°43′34″E﻿ / ﻿37.97083°N 23.72611°E﻿ / 37.97083; 23.72611﻿ (Acropolis, Athens)",Cultural:(i)(ii)(iii)(iv)(vi),7004304000000000000♠3.04 (7.5); buffer zone 117 (290),1997,37.97083282470703,23.726110458374023,Greece,NA,https://en.wikipedia.orgNA
"Alhambra, Generalife and Albayzín, Granada","Province of Granada, Andalusia,  Spain37°10′36″N 3°35′40″W﻿ / ﻿37.17667°N 3.59444°W﻿ / 37.17667; -3.59444﻿ (Alhambra, Generalife and Albayzín, Granada)",Cultural:(i)(iii)(iv),—,1997,37.176666259765625,3.594444513320923,Spain,NA,https://en.wikipedia.orgNA
"Medina Azahara, Córdoba","Province of Cordoba, Andalusia,  Spain37°53′10″N 4°52′04″W﻿ / ﻿37.88611°N 4.86778°W﻿ / 37.88611; -4.86778﻿ (Medina Azahara, Cordoba)",Cultural:(i)(iii)(iv),—,1997,37.886112213134766,4.8677778244018555,Spain,NA,https://en.wikipedia.orgNA
Alto Douro Wine Region,"Douro Subregion, Trás-os-Montes e Alto Douro Province,  Portugal41°6′6″N 7°47′56″W﻿ / ﻿41.10167°N 7.79889°W﻿ / 41.10167; -7.79889﻿ (Alto Douro Wine Region)",Cultural:(iii)(iv)(v),"7008246000000000000♠24,600 (61,000); buffer zone 225,400 (557,000)",1997,41.10166549682617,7.798888683319092,Portugal,/wiki/Alto_Douro_Wine_Region,https://en.wikipedia.org/wiki/Alto_Douro_Wine_Region
Arab–Norman Palermo and the Cathedral Churches of Cefalú and Monreale,"Province of Palermo, Sicily,  Italy
38°6′39″N 13°21′11″E﻿ / ﻿38.11083°N 13.35306°E﻿ / 38.11083; 13.35306﻿ (Arab-Norman Palermo and the Cathedral Churches of Cefalú and Monreale)",Cultural: (ii)(iv),"7004624000000000000♠6.24 (15.4); buffer zone 483 (1,190)",1997,38.11083221435547,13.353055953979492,Italy,/wiki/Arab-Norman_Palermo_and_the_Cathedral_Churches_of_Cefal%C3%B9_and_Monreale,https://en.wikipedia.org/wiki/Arab-Norman_Palermo_and_the_Cathedral_Churches_of_Cefal%C3%B9_and_Monreale
Aranjuez Cultural Landscape,"Aranjuez, Community of Madrid,  Spain40°2′11″N 3°36′34″W﻿ / ﻿40.03639°N 3.60944°W﻿ / 40.03639; -3.60944﻿ (Aranjuez Cultural Landscape)",Cultural:(ii)(iv),"7007204800000000000♠2,048 (5,060); buffer zone 16,605 (41,030)",1997,40.0363883972168,3.6094443798065186,Spain,/wiki/Aranjuez_Cultural_Landscape,https://en.wikipedia.org/wiki/Aranjuez_Cultural_Landscape
Archaeological Area and the Patriarchal Basilica of Aquileia,"Province of Udine, Friuli-Venezia Giulia,  Italy45°46′6″N 13°22′3″E﻿ / ﻿45.76833°N 13.36750°E﻿ / 45.76833; 13.36750﻿ (Archaeological Area and the Patriarchal Basilica of Aquileia)",Cultural:(iii)(iv)(vi),7006155000000000000♠155 (380),1997,45.768333435058594,13.367500305175781,Italy,NA,https://en.wikipedia.orgNA
Archaeological Area of Agrigento,"Province of Agrigento, Sicily,  Italy37°17′23″N 13°35′36″E﻿ / ﻿37.28972°N 13.59333°E﻿ / 37.28972; 13.59333﻿ (Archaeological Area of Agrigento)",Cultural:(i)(ii)(iii)(iv),"7006934000000000000♠934 (2,310); buffer zone 1,869 (4,620)",1997,37.28972244262695,13.59333324432373,Italy,/wiki/Archaeological_Area_of_Agrigento,https://en.wikipedia.org/wiki/Archaeological_Area_of_Agrigento
"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata","Province of Naples, Campania,  Italy40°45′0″N 14°29′0″E﻿ / ﻿40.75000°N 14.48333°E﻿ / 40.75000; 14.48333﻿ (Archaeological Areas of Pompei, Herculaneum and Torre Annunziata)",Cultural:(iii)(iv)(v),7005980000000000000♠98 (240); buffer zone 24 (59),1997,40.75,14.483333587646484,Italy,NA,https://en.wikipedia.orgNA
Archaeological Ensemble of Tárraco,"Province of Tarragona, Catalonia,  Spain41°6′53″N 1°15′34″E﻿ / ﻿41.11472°N 1.25944°E﻿ / 41.11472; 1.25944﻿ (Archaeological Ensemble of Tárraco)",Cultural:(ii)(iii),7006100000000000000♠100 (250),1997,41.114723205566406,1.2594444751739502,Spain,NA,https://en.wikipedia.orgNA
Archaeological Ensemble of Mérida,"Province of Badajoz, Extremadura,  Spain38°54′58″N 6°20′16″W﻿ / ﻿38.91611°N 6.33778°W﻿ / 38.91611; -6.33778﻿ (Archaeological Ensemble of Mérida)",Cultural:(iii)(iv),—,1997,38.91611099243164,6.337777614593506,Spain,/wiki/Archaeological_Ensemble_of_M%C3%A9rida,https://en.wikipedia.org/wiki/Archaeological_Ensemble_of_M%C3%A9rida
Archaeological Site of Aigai (modern name Vergina),"Imathia, Central Macedonia,  Greece40°28′17″N 22°19′6″E﻿ / ﻿40.47139°N 22.31833°E﻿ / 40.47139; 22.31833﻿ (Archaeological Site of Aigai (modern name Vergina))",Cultural:(i)(iii),"7007142100000000000♠1,421 (3,510); buffer zone 4,812 (11,890)",1997,40.47138977050781,22.31833267211914,Macedonia,NA,https://en.wikipedia.orgNA
Archaeological Site of Atapuerca,"Province of Burgos, Castile and León,  Spain42°22′17″N 3°32′50″W﻿ / ﻿42.37139°N 3.54722°W﻿ / 42.37139; -3.54722﻿ (Archaeological Site of Atapuerca)",Cultural:(iii)(v),—,1997,42.37138748168945,3.547222137451172,Spain,/wiki/Archaeological_Site_of_Atapuerca,https://en.wikipedia.org/wiki/Archaeological_Site_of_Atapuerca
Archaeological Site of Delphi,"Phocis, Central Greece,  Greece38°28′53″N 22°29′46″E﻿ / ﻿38.48139°N 22.49611°E﻿ / 38.48139; 22.49611﻿ (Archaeological Site of Delphi)",Cultural:(i)(ii)(iii)(iv)(vi),"7005510000000000000♠51 (130); buffer zone 14,314 (35,370)",1997,38.481388092041016,22.496110916137695,Greece,/wiki/Archaeological_Site_of_Delphi,https://en.wikipedia.org/wiki/Archaeological_Site_of_Delphi
Archaeological Site of Mystras,"Laconia, Peloponnese,  Greece37°4′50″N 22°22′0″E﻿ / ﻿37.08056°N 22.36667°E﻿ / 37.08056; 22.36667﻿ (Archaeological Site of Mystras)",Cultural:(ii)(iii)(iv),"7005540000000000000♠54 (130); buffer zone 1,203 (2,970)",1997,37.0805549621582,22.366666793823242,Greece,/wiki/Archaeological_Site_of_Mystras,https://en.wikipedia.org/wiki/Archaeological_Site_of_Mystras
Archaeological Site of Olympia,"Elis, Western Peloponnese,  Greece37°39′0″N 21°40′0″E﻿ / ﻿37.65000°N 21.66667°E﻿ / 37.65000; 21.66667﻿ (Archaeological Site of Olympia)",Cultural:(i)(ii)(iii)(iv)(vi),"7006106000000000000♠106 (260); buffer zone 1,458 (3,600)",1997,37.650001525878906,21.66666603088379,Greece,/wiki/Archaeological_Site_of_Olympia,https://en.wikipedia.org/wiki/Archaeological_Site_of_Olympia
